name	path	ableton_version_full	file_size_mb	created	modified	num_tracks	ableton_version	creation_year	last_modified_year	track_types	device_types	plugins_vst	plugins_au
Dowm Chill 'vErB up	./__psychy rock  tracks/_washed out demos guitar vox  Project/source projects/Down Chill 'vErB Project/Dowm Chill 'vErB up.als	10.0_370	0.18	2024-11-03 00:01:45	2019-04-09 01:14:54	16	10	2024	2019	MidiTrack, AudioTrack, GroupTrack, ReturnTrack, MasterTrack	DrumGroupDevice, Eq8, BeatRepeat, AutoFilter, AuPluginDevice, PingPongDelay		GS-201
Downtime Chill Vibe	./__psychy rock  tracks/_washed out demos guitar vox  Project/source projects/Downtime Chill Vibe Project/Downtime Chill Vibe.als	10.0_370	0.04	2024-11-03 00:01:46	2019-04-09 01:14:58	8	10	2024	2019	AudioTrack, GroupTrack, ReturnTrack, MasterTrack	AutoPan, AutoFilter, AuPluginDevice, Corpus, Compressor2		GS-201
Blazed Electric Guitar recorded	./__psychy rock  tracks/_washed out demos guitar vox  Project/source projects/Blazed Electric Guitar Project/Blazed Electric Guitar recorded.als	10.0_370	0.22	2024-11-03 00:01:44	2019-04-09 01:14:46	9	10	2024	2019	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	AudioEffectGroupDevice, AutoPan, Eq8, DrumGroupDevice, AutoFilter, AuPluginDevice		GS-201
physchy impala up beat guitar 	./__psychy rock  tracks/wip/physchy impala up beat guitar wip Project/physchy impala up beat guitar .als	11.0_436	0.13	2024-11-03 00:02:52	2022-11-12 22:29:29	4	11	2024	2022	AudioTrack, MidiTrack, MasterTrack	PluginDevice	Guitar Rig 5, Maschine 2	
masch guit jam slop	./__psychy rock  tracks/wip/happy masch guit jam slop Project/masch guit jam slop.als	11.0_436	0.16	2024-11-03 00:02:39	2022-03-03 00:05:03	6	11	2024	2022	MidiTrack, AudioTrack, ReturnTrack, MasterTrack	PluginDevice, Compressor2, AutoFilter, Eq8, Reverb, Delay	Komplete Kontrol, Maschine 2, Guitar Rig 5	
slide guiatar loop	./__psychy rock  tracks/wip/slide guiatar loop Project/slide guiatar loop.als	10.0_377	0.03	2024-11-03 00:02:53	2019-09-27 21:20:36	5	10	2024	2019	AudioTrack, ReturnTrack, MasterTrack	StereoGain, PluginDevice, Eq8, Reverb, Delay	Guitar Rig 5, Solid Bus Comp	
50s salp	./__psychy rock  tracks/wip/50s salp slap loops Project/50s salp.als	10.0_377	0.13	2024-11-03 00:02:26	2021-12-01 23:43:31	4	10	2024	2021	AudioTrack, MidiTrack, MasterTrack	Gate, Eq8, PluginDevice, Echo	Guitar Rig 5, Maschine 2	
ian jake jam flattened	./__Demo_tapes/ian jake jame Project/ian jake jam flattened.als	11.0_436	0.03	2024-11-02 23:54:38	2022-03-27 15:30:56	11	11	2024	2022	AudioTrack, ReturnTrack, MasterTrack	Compressor2, Eq8, Phaser, Flanger, BeatRepeat, Reverb, Delay		
ian jake jame	./__Demo_tapes/ian jake jame Project/ian jake jame.als	10.0_377	0.27	2024-11-02 23:54:38	2020-11-10 20:25:23	12	10	2024	2020	MidiTrack, AudioTrack, ReturnTrack, MasterTrack	PluginDevice, Compressor2, DrumGroupDevice, StereoGain, AudioEffectGroupDevice, BeatRepeat, Reverb, Delay	Komplete Kontrol, Guitar Rig 5, Solid Bus Comp	
zoom_rec	./__Demo_tapes/zoom_rec Project/zoom_rec.als	11.0_436	0.01	2024-11-02 23:54:44	2022-11-21 16:09:11	5	11	2024	2022	AudioTrack, MasterTrack			
8 bit clean	./__Demo_tapes/8 bit/8 bit clean.als	10.0_377	0.05	2024-11-02 23:54:18	2019-11-01 23:24:30	3	10	2024	2019	AudioTrack, MasterTrack	AudioEffectGroupDevice, Eq8, PluginDevice	iZotope Ozone 5	
_guitar pop beats_mixed	./__Demo_tapes/guitar pop beats Project original/_guitar pop beats_mixed.als	11.0_436	0.02	2024-11-02 23:54:36	2022-11-21 23:05:55	5	11	2024	2022	AudioTrack, MasterTrack	PluginDevice	Ozone Pro	
beatles covers	./__Demo_tapes/beatl covers/beatles covers.als	10.0_377	0.14	2024-11-02 23:54:32	2020-11-10 20:21:46	26	10	2024	2020	GroupTrack, AudioTrack, MasterTrack	PluginDevice, Reverb, Compressor2, AudioEffectGroupDevice, Phaser, Eq8, FilterEQ3	iZotope Ozone 5, iZotope Alloy 2	
in de end ecocar	./__Demo_tapes/mao hoaus/in de end Project/in de end ecocar.als	10.0_377	0.15	2024-11-30 23:48:16	2024-11-30 23:47:41	15	10	2024	2024	GroupTrack, MidiTrack, AudioTrack, ReturnTrack, MasterTrack	UltraAnalog, MultiSampler, InstrumentGroupDevice, AutoFilter, Reverb, Delay, PluginDevice	iZotope Ozone 5	
MAO hus samples	./__Demo_tapes/mao hoaus/MAO hus samples mac Project/MAO hus samples.als	10.0_370	0.05	2024-11-02 23:54:38	2019-03-31 19:33:30	9	10	2024	2019	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	DrumGroupDevice, Reverb, CrossDelay		
turtle neck	./__Demo_tapes/mao hoaus/MAO hus samples mac Project/turtle neck.als	10.0_377	0.01	2024-11-30 23:46:10	2024-11-30 23:45:02	4	10	2024	2024	AudioTrack, ReturnTrack, MasterTrack	Eq8, Reverb, Delay		
mao rosnr rosnr	./__Demo_tapes/mao hoaus/mao rosnr rosnr Project/mao rosnr rosnr.als	10.0_370	0.51	2024-11-02 23:54:41	2019-03-31 19:33:30	14	10	2024	2019	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	AutoFilter, Eq8, DrumGroupDevice, UltraAnalog, Compressor2, GlueCompressor, LoungeLizard, Flanger, InstrumentGroupDevice, Reverb, CrossDelay, PluginDevice	iZotope Ozone 5	
rasnr 2	./__Demo_tapes/mao hoaus/mao rosnr rosnr Project/rasnr 2.als	10.0_370	0.51	2024-11-02 23:54:42	2019-03-31 19:33:30	14	10	2024	2019	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	AutoFilter, Eq8, DrumGroupDevice, UltraAnalog, Compressor2, GlueCompressor, LoungeLizard, Flanger, InstrumentGroupDevice, Reverb, CrossDelay, PluginDevice	iZotope Ozone 5	
mao roar of whorehaay	./__Demo_tapes/mao hoaus/mao roar of whorehaay Project/mao roar of whorehaay.als	10.0_370	0.12	2024-11-02 23:54:41	2019-03-31 19:33:30	8	10	2024	2019	AudioTrack, ReturnTrack, MasterTrack	Limiter, Reverb, CrossDelay, PluginDevice	iZotope Ozone 5	
b itch gowsays [Loops]	./__Demo_tapes/mao hoaus/b itch gowsays [Loops] mac Project/b itch gowsays [Loops].als	10.0_377	0.03	2024-11-02 23:54:39	2020-11-05 21:49:35	8	10	2024	2020	AudioTrack, ReturnTrack, MasterTrack	AuPluginDevice, BeatRepeat, Echo, AutoFilter		GS-201
HHOOOWW SWAAY haus	./__Demo_tapes/mao hoaus/maoHHOOOWW SWAAY haus Project/HHOOOWW SWAAY haus.als	10.0_377	0.24	2024-11-02 23:54:42	2019-11-01 23:19:01	18	10	2024	2019	GroupTrack, AudioTrack, MidiTrack, ReturnTrack, MasterTrack	Eq8, Compressor2, AudioEffectGroupDevice, AutoFilter, BeatRepeat, Tube, MultiSampler, UltraAnalog, InstrumentGroupDevice, GrainDelay, Delay		
granular and trap beat experiment	./__Demo_tapes/mao hoaus/mao granular and trap beat experiment mac Project/granular and trap beat experiment.als	10.0_370	0.06	2024-11-02 23:54:40	2019-03-31 19:33:30	8	10	2024	2019	MidiTrack, AudioTrack, MasterTrack	InstrumentGroupDevice, MidiArpeggiator, MxDeviceInstrument, MultiSampler, CrossDelay		
Moonrocker Demoz	./__Demo_tapes/Moonrocker Demoz/Moonrocker Demoz.als	10.0_377	0.7	2024-11-02 23:54:28	2019-09-11 22:21:08	17	10	2024	2019	AudioTrack, GroupTrack, ReturnTrack, MasterTrack	Eq8, Gate, AutoPan, FilterDelay, Overdrive, Reverb, Chorus, Phaser, Compressor2, Limiter, GlueCompressor, Amp, AudioEffectGroupDevice, Delay		
461	./__Demo_tapes/DX Arts Soundscapes/461mac-song Project/461.als	10.0_377	0.05	2024-11-02 23:54:19	2020-11-05 21:51:53	9	10	2024	2020	AudioTrack, GroupTrack, ReturnTrack, MasterTrack	Eq8, AuPluginDevice, PluginDevice, Reverb, AutoPan	Tal-Chorus-LX, ValhallaRoom, iZotope Ozone 5	GS-201
460 Class EP	./__Demo_tapes/DX Arts Soundscapes/460 Class Project/460 Class EP.als	10.0_370	0.05	2024-11-02 23:54:18	2018-11-05 00:40:21	9	10	2024	2018	AudioTrack, ReturnTrack, MasterTrack	PluginDevice, Limiter, Reverb, CrossDelay	ValhallaRoom, TAL-Chorus-LX, iZotope Ozone 5	
chill guitar beats lekato	./_lekato demos a12/chill guitar beats lekato Project/chill guitar beats lekato.als	12.0_12120	6.22	2024-12-01 16:24:52	2024-12-01 16:24:52	30	12	2024	2024	AudioTrack, GroupTrack, MidiTrack	Eq8, GlueCompressor, AuPluginDevice, AutoFilter		Neutron 4
summa time	./_lekato demos a12/summa time Project/summa time.als	12.0_12049	0.1	2024-11-30 19:19:49	2024-05-25 16:45:00	13	12	2024	2024	AudioTrack, GroupTrack, ReturnTrack	Eq8, Compressor2, PhaserNew, Reverb, Delay		
unsorted loops	./_lekato demos a12/unsorted loops Project/unsorted loops.als	12.0_12120	0.13	2024-12-01 01:21:41	2024-11-03 22:21:58	7	12	2024	2024	AudioTrack, MidiTrack	StereoGain		
lite loops B+	./____lightwave/lite loops Project/lite loops B+.als	11.0_11300	0.16	2024-11-02 23:59:46	2023-11-10 22:05:56	7	11	2024	2023	MidiTrack, AudioTrack, MasterTrack	MidiArpeggiator, InstrumentGroupDevice, Compressor2, AutoFilter, PluginDevice	Maschine 2, iZotope Ozone 5	
lite loops	./____lightwave/lite loops Project/lite loops.als	11.0_436	0.08	2024-11-02 23:59:46	2022-10-09 15:09:59	5	11	2024	2022	MidiTrack, AudioTrack, MasterTrack	MidiArpeggiator, InstrumentGroupDevice, Compressor2		
lite loops B	./____lightwave/lite loops Project/lite loops B.als	11.0_11202	0.09	2024-11-02 23:59:46	2023-06-04 15:40:08	5	11	2024	2023	MidiTrack, AudioTrack, MasterTrack	MidiArpeggiator, InstrumentGroupDevice, Compressor2, AutoFilter		
chill landiong +guti	./____lightwave/chill landiong loops Project/chill landiong +guti.als	10.0_377	0.34	2024-11-02 23:59:35	2021-07-24 00:39:05	10	10	2024	2021	MidiTrack, AudioTrack, ReturnTrack, MasterTrack	PluginDevice, Compressor2, AutoFilter, Eq8, Reverb, Echo	Komplete Kontrol, Guitar Rig 5, Maschine 2, Solid Bus Comp	
zelda pod	./____lightwave/zelda pod Project/zelda pod.als	10.0_377	0.15	2024-11-03 00:00:02	2020-10-01 23:33:04	6	10	2024	2020	AudioTrack, MidiTrack, MasterTrack	Eq8, PluginDevice, AutoFilter	Maschine 2, iZotope Ozone 5	
chi;lly fuunkyjam3b	./____lightwave/chilly fuunkyjam3 Project/chi;lly fuunkyjam3b.als	11.0_436	0.3	2024-11-02 23:59:43	2022-04-04 23:58:07	7	11	2024	2022	MidiTrack, AudioTrack, MasterTrack	PluginDevice, Compressor2, Eq8, AutoFilter	Komplete Kontrol, Guitar Rig 5, Maschine 2, Solid Bus Comp	
chi;lly fuunkyjam3bx + end	./____lightwave/chilly fuunkyjam3 Project/chi;lly fuunkyjam3bx + end.als	11.0_11202	0.3	2024-11-02 23:59:43	2023-06-13 16:52:18	7	11	2024	2023	MidiTrack, AudioTrack, MasterTrack	PluginDevice, Compressor2, Eq8, AutoFilter	Komplete Kontrol, Guitar Rig 5, Maschine 2, Solid Bus Comp	
impala daft	./____lightwave/impala daft Project/impala daft.als	11.0_11300	0.18	2024-11-30 19:44:18	2024-11-30 19:44:18	11	11	2024	2024	MidiTrack, AudioTrack, MasterTrack	PluginDevice, AutoFilter, Compressor2	Komplete Kontrol, Guitar Rig 5, Maschine 2	
brady-jake jam 0	./____lightwave/brady-jake jam Project/brady-jake jam 0.als	10.0_377	0.43	2024-11-30 23:00:07	2024-11-30 22:58:59	10	10	2024	2024	MidiTrack, AudioTrack, MasterTrack	PluginDevice, Compressor2, Eq8, InstrumentGroupDevice, AudioEffectGroupDevice	Komplete Kontrol, Guitar Rig 5, Maschine 2	
brady-jake jam +extra day 2	./____lightwave/brady-jake jam Project/brady-jake jam +extra day 2.als	10.0_377	0.62	2024-11-30 23:02:28	2024-11-30 23:01:28	14	10	2024	2024	MidiTrack, AudioTrack, MasterTrack	PluginDevice, Compressor2, Eq8, InstrumentGroupDevice, AudioEffectGroupDevice	Komplete Kontrol, Guitar Rig 5, Maschine 2, Zebra2	
chillish srf juno wave	./____lightwave/chillish srf juno wave Project/chillish srf juno wave.als	10.0_377	0.28	2024-11-02 23:59:37	2021-02-19 18:05:32	10	10	2024	2021	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	Eq8, GlueCompressor, InstrumentGroupDevice, PluginDevice, Reverb	Maschine 2, iZotope Ozone 5	
chill down beat - brady	./____lightwave/chill down beat - brady Project/chill down beat - brady.als	11.0_11300	0.13	2024-11-30 22:28:09	2024-11-30 22:28:09	10	11	2024	2024	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	PluginDevice, Compressor2, Eq8, Reverb, Delay	Komplete Kontrol, Maschine 2	
bored can da jam2+	./____lightwave/bored can da jam2 Project/bored can da jam2+.als	11.0_436	1.6	2024-11-02 23:59:22	2022-04-05 00:04:09	9	11	2024	2022	MidiTrack, AudioTrack, ReturnTrack, MasterTrack	PluginDevice, Compressor2, Eq8, Reverb, Delay	Komplete Kontrol, Guitar Rig 5, Maschine 2, Solid Bus Comp	
drewamy psych gutar'3	./____lightwave/drewamy psych gutar' Project/drewamy psych gutar'3.als	11.0_11202	0.4	2024-11-02 23:59:46	2023-06-13 20:30:23	11	11	2024	2023	MidiTrack, AudioTrack, ReturnTrack, MasterTrack	PluginDevice, Echo, AutoFilter, Reverb	Maschine 2, Komplete Kontrol, Guitar Rig 5, Tal-Chorus-LX	
drewamy psych gutar'	./____lightwave/drewamy psych gutar' Project/drewamy psych gutar'.als	11.0_436	0.39	2024-11-02 23:59:45	2022-11-12 19:19:37	11	11	2024	2022	MidiTrack, AudioTrack, ReturnTrack, MasterTrack	PluginDevice, Echo, AutoFilter, Reverb	Maschine 2, Komplete Kontrol, Guitar Rig 5, Tal-Chorus-LX	
broken fluit fly	./____lightwave/broken fluit fly Project/broken fluit fly.als	11.0_11300	0.26	2024-12-02 22:08:41	2024-12-02 22:08:41	13	11	2024	2024	GroupTrack, MidiTrack, AudioTrack, MasterTrack	PluginDevice, InstrumentGroupDevice, MidiArpeggiator, InstrumentVector, UltraAnalog, Corpus, Reverb	Toraverb, Komplete Kontrol, Tal-Chorus-LX, LuSH-101	
ambient deafness	./____lightwave/broken fluit fly Project/included projects/ambient deafness.als	11.0_11300	0.09	2024-11-30 20:01:00	2024-11-30 20:00:11	4	11	2024	2024	MidiTrack, AudioTrack, MasterTrack	UltraAnalog, InstrumentGroupDevice, Corpus, Reverb, AutoFilter		
syanth lopops	./____lightwave/broken fluit fly Project/included projects/syanth lopops Project/syanth lopops.als	11.0_436	0.06	2024-11-02 23:59:32	2022-04-05 00:06:41	4	11	2024	2022	MidiTrack, MasterTrack	InstrumentGroupDevice		
chlwayv beat guitr	./____lightwave/chlwayv beat guitr Project/chlwayv beat guitr.als	11.0_436	0.15	2024-11-02 23:59:45	2022-05-18 00:40:51	10	11	2024	2022	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	PluginDevice, Compressor2, Gate, Reverb, Echo	Guitar Rig 5, Komplete Kontrol, Maschine 2	
electric nuel yugn pep	./____guitarbeet/95/electric nuel yugn pep Project/electric nuel yugn pep.als	11.0_11300	0.12	2024-11-02 23:57:56	2024-05-13 20:30:54	8	11	2024	2024	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	PluginDevice, Eq8, GlueCompressor, Reverb, Echo	Guitar Rig 5, Maschine 2	
surf blues wip	./____guitarbeet/95/surf blues wip Project/surf blues wip.als	11.0_11300	0.1	2024-11-02 23:58:04	2024-03-05 18:45:24	5	11	2024	2024	AudioTrack, MidiTrack, MasterTrack	PluginDevice, Eq8, AutoFilter	Guitar Rig 5, Maschine 2	
guitar beat themes	./____guitarbeet/95/guitar beat theme Project/guitar beat themes.als	11.0_11202	0.06	2024-11-02 23:58:00	2023-06-04 14:48:54	8	11	2024	2023	AudioTrack, ReturnTrack, MasterTrack	Eq8, AudioEffectGroupDevice, PluginDevice, AutoFilter, Tuner, GlueCompressor, Tube, Reverb, Delay	Tal-Chorus-LX	
guitar beat themes b	./____guitarbeet/95/guitar beat theme Project/guitar beat themes b.als	11.0_436	0.05	2024-11-02 23:58:00	2022-08-01 14:02:50	7	11	2024	2022	AudioTrack, ReturnTrack, MasterTrack	Eq8, AudioEffectGroupDevice, PluginDevice, Reverb, Delay	Tal-Chorus-LX	
guitar beat themes jamms	./____guitarbeet/95/guitar beat theme Project/guitar beat themes jamms.als	11.0_11300	0.2	2024-11-02 23:58:00	2023-11-10 21:40:32	12	11	2024	2023	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	Eq8, AudioEffectGroupDevice, PluginDevice, AutoFilter, Tuner, GlueCompressor, Tube, Echo, Reverb, Delay	Tal-Chorus-LX, Guitar Rig 5, Maschine 2	
ind bass part 2+	./____guitarbeet/95/guitar beat theme Project/ind bass part 2 Project/ind bass part 2+.als	11.0_436	0.08	2024-11-02 23:58:00	2022-11-16 23:51:26	6	11	2024	2022	AudioTrack, MasterTrack	PluginDevice, Eq8, AutoFilter, GlueCompressor, AudioEffectGroupDevice	Guitar Rig 5	
acoustic looose psych vox	./____guitarbeet/60/acoustic looose psych vox Project/acoustic looose psych vox.als	11.0_11300	0.04	2024-11-30 19:07:27	2024-11-30 19:07:27	9	11	2024	2024	GroupTrack, AudioTrack, ReturnTrack, MasterTrack	Eq8, Compressor2, PhaserNew, Reverb, PluginDevice	iZotope Ozone 5	
loose acousitc distorted vox loop jam	./____guitarbeet/60/loose acousitc distorted vox loop jam Project/loose acousitc distorted vox loop jam.als	11.0_11300	0.2	2024-12-02 23:59:50	2024-12-02 23:59:50	7	11	2024	2024	AudioTrack, MidiTrack, MasterTrack	StereoGain, PluginDevice, Eq8, Gate, AudioEffectGroupDevice, GlueCompressor	Reaktor 6 FX, Guitar Rig 5, Maschine 2, iZotope Ozone 5	
slow drama guti	./____guitarbeet/60/slo dreaamaa/slow drama guti.als	11.0_11202	0.33	2024-11-02 23:55:44	2023-05-29 21:37:22	8	11	2024	2023	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	PluginDevice, Eq8, Reverb, Delay	Guitar Rig 5, Maschine 2, Solid Bus Comp	
acoustic summa time vox	./____guitarbeet/60/acoustic summa time vox Project/acoustic summa time vox.als	11.0_11300	0.05	2024-11-30 19:09:32	2024-11-30 19:09:32	10	11	2024	2024	AudioTrack, GroupTrack, ReturnTrack, MasterTrack	Eq8, Compressor2, PhaserNew, Reverb, PluginDevice	iZotope Ozone 5	
chill guitar track	./____guitarbeet/60/chill guitar gam Project/chill guitar track.als	11.0_11300	0.79	2024-12-02 22:32:59	2024-12-02 22:32:59	9	11	2024	2024	AudioTrack, MidiTrack, MasterTrack	PluginDevice, Compressor2, Tuner, AudioEffectGroupDevice	Driver, Dirt, Komplete Kontrol, Guitar Rig 5, Maschine 2, Solid Bus Comp	
slojimi jam	./____guitarbeet/60/slojimi wip jam Project/slojimi jam.als	11.0_11202	0.08	2024-11-02 23:55:47	2023-05-29 21:48:42	5	11	2024	2023	AudioTrack, ReturnTrack, MasterTrack	PluginDevice, Reverb, Delay	Guitar Rig 5	
guiatr groozin beat	./____guitarbeet/87/guiatr groozin beat Project/guiatr groozin beat.als	11.0_11202	0.2	2024-11-02 23:57:20	2023-06-19 14:23:43	20	11	2024	2023	GroupTrack, AudioTrack, ReturnTrack, MasterTrack	Eq8, GlueCompressor, StereoGain, Echo, PluginDevice, BeatRepeat, AudioEffectGroupDevice, Corpus	iZotope Ozone 5, Tal-Chorus-LX, Toraverb	
rainy day2	./____guitarbeet/87/rainy day fuzz grump Project/rainy day2.als	10.0_377	0.15	2024-11-02 23:57:20	2021-12-03 23:24:17	6	10	2024	2021	AudioTrack, MidiTrack, MasterTrack	Gate, StereoGain, PluginDevice, Eq8	Guitar Rig 5, Maschine 2	
surf rokck loops	./____guitarbeet/87/rainy day fuzz grump Project/surf rokck loops Project/surf rokck loops.als	11.0_11300	0.1	2024-11-02 23:57:20	2023-10-02 00:46:48	5	11	2024	2023	AudioTrack, MidiTrack, MasterTrack	Gate, StereoGain, PluginDevice, Eq8, Echo	Guitar Rig 5, Maschine 2	
da slyguy	./____guitarbeet/87/slyguy Project/da slyguy.als	11.0_11202	0.34	2024-11-02 23:57:26	2023-05-19 19:48:20	18	11	2024	2023	MidiTrack, AudioTrack, GroupTrack, ReturnTrack, MasterTrack	InstrumentGroupDevice, MidiChord, MidiArpeggiator, UltraAnalog, FilterDelay, Reverb, Compressor2, Eq8, AudioEffectGroupDevice, GlueCompressor, PluginDevice, AutoFilter, StereoGain, DrumGroupDevice, Delay	Tal-Chorus-LX, iZotope Ozone 5	
house acoustic jam	./____guitarbeet/87/surfy loops grove crborn Project/house acoustic jam.als	11.0_11300	0.01	2024-11-30 23:05:11	2024-11-30 23:05:11	2	11	2024	2024	AudioTrack, MasterTrack			
surfy loops grove kubourn 	./____guitarbeet/87/surfy loops grove crborn Project/surfy loops grove kubourn .als	11.0_436	0.64	2024-11-02 23:57:49	2023-03-11 20:22:56	17	11	2024	2023	AudioTrack, MidiTrack, MasterTrack	PluginDevice, Gate, Eq8, StereoGain, InstrumentGroupDevice, Compressor2, Echo	Guitar Rig 5, Maschine 2, iZotope Ozone 5	
surfy loops grove kubourn +	./____guitarbeet/87/surfy loops grove crborn Project/surfy loops grove kubourn +.als	11.0_11300	0.66	2024-11-02 23:57:49	2024-01-11 19:36:21	18	11	2024	2024	AudioTrack, MidiTrack, MasterTrack	PluginDevice, Gate, Eq8, StereoGain, Echo, InstrumentGroupDevice, Compressor2	Guitar Rig 5, Maschine 2, iZotope Ozone 5	
addon	./____guitarbeet/87/surfy loops grove crborn Project/included projects/addon.als	11.0_436	0.23	2024-11-02 23:57:49	2022-07-12 01:10:05	13	11	2024	2022	AudioTrack, MidiTrack, MasterTrack	PluginDevice, Gate, Eq8, StereoGain, InstrumentGroupDevice, Compressor2	Guitar Rig 5, Maschine 2	
lossey loops elec guitar	./____guitarbeet/87/surfy loops grove crborn Project/included projects/lossey loops elec guitar Project/lossey loops elec guitar.als	11.0_436	0.08	2024-11-02 23:57:49	2022-03-27 15:19:03	4	11	2024	2022	AudioTrack, MidiTrack, MasterTrack	Gate, StereoGain, PluginDevice, Eq8	Guitar Rig 5, Maschine 2	
elecytric loopps	./____guitarbeet/87/surfy loops grove crborn Project/included projects/elecytric loopps Project/elecytric loopps.als	11.0_436	0.06	2024-11-02 23:57:49	2022-04-05 00:10:05	6	11	2024	2022	AudioTrack, MasterTrack	PluginDevice	Guitar Rig 5	
guitarrig jammz	./____guitarbeet/87/sloppy guiatrig 808 jamz Project/guitarrig jammz.als	11.0_436	0.31	2024-11-02 23:57:24	2022-11-16 23:52:05	6	11	2024	2022	AudioTrack, MidiTrack, MasterTrack	Echo, Eq8, DrumGroupDevice, Compressor2		
 funky vibe	./____guitarbeet/87/ funky vibe Project/ funky vibe.als	10.0_377	0.51	2024-11-02 23:57:00	2021-11-13 16:22:32	9	10	2024	2021	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	StereoGain, AudioEffectGroupDevice, Eq8, PluginDevice, Compressor2, Reverb, Delay	Guitar Rig 5, Komplete Kontrol, Maschine 2	
 funky vibe track	./____guitarbeet/87/ funky vibe Project/ funky vibe track.als	11.0_11202	0.63	2024-11-02 23:57:00	2023-05-19 20:16:33	9	11	2024	2023	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	StereoGain, AudioEffectGroupDevice, Eq8, PluginDevice, Compressor2, Reverb, Delay	Guitar Rig 5, Komplete Kontrol, Maschine 2	
funky smoov	./____guitarbeet/87/funky smoov Project/funky smoov.als	11.0_11300	0.16	2024-12-02 22:34:08	2024-12-02 22:34:08	6	11	2024	2024	AudioTrack, MidiTrack, MasterTrack	PluginDevice, Eq8	Guitar Rig 5, Maschine 2, Komplete Kontrol	
asd hopyp dirt guitars	./____guitarbeet/87/asd hopyp dirt guitars Project/asd hopyp dirt guitars.als	11.0_11300	0.02	2024-11-02 23:57:12	2024-05-13 20:19:20	4	11	2024	2024	AudioTrack, MasterTrack			
elct discoie jam loops	./____guitarbeet/87/elct discoie jam loops Project/elct discoie jam loops.als	11.0_11202	0.19	2024-11-02 23:57:16	2023-05-19 20:12:59	11	11	2024	2023	AudioTrack, MidiTrack, GroupTrack, MasterTrack	Gate, StereoGain, PluginDevice, BeatRepeat, Echo, Compressor2, Tube, Eq8	Guitar Rig 5, Komplete Kontrol, Maschine 2	
surfy danc track +	./____guitarbeet/87/surfy danc track Project/surfy danc track +.als	11.0_11202	0.25	2024-11-02 23:57:32	2023-05-19 19:55:40	12	11	2024	2023	GroupTrack, AudioTrack, MidiTrack, MasterTrack	Gate, StereoGain, AudioEffectGroupDevice, PluginDevice, Compressor2, Eq8	Guitar Rig 5, Komplete Kontrol, Maschine 2	
funky rata jam4	./____guitarbeet/87/wip/funky rata jam4 WIP Project/funky rata jam4.als	10.0_377	0.17	2024-11-02 23:57:50	2020-12-09 23:51:56	8	10	2024	2020	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	PluginDevice, Eq8, Reverb, Delay	Guitar Rig 5, Maschine 2, Solid Bus Comp	
soul hiphoppy guitar jam 2	./____guitarbeet/87/wip/soul hiphoppy guitar Project/soul hiphoppy guitar jam 2.als	11.0_11300	0.15	2024-11-02 23:57:53	2023-09-04 17:46:41	9	11	2024	2023	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	PluginDevice, Compressor2, Eq8, Reverb, Delay	Guitar Rig 5, Maschine 2, Dirt, Solid Bus Comp	
soul hiphoppy guitar	./____guitarbeet/87/wip/soul hiphoppy guitar Project/soul hiphoppy guitar.als	10.0_377	0.14	2024-12-02 22:38:21	2024-12-02 22:37:16	8	10	2024	2024	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	PluginDevice, Compressor2, Eq8, Reverb, Delay	Guitar Rig 5, Maschine 2, Solid Bus Comp	
soul hiphoppy guitar trackk 2	./____guitarbeet/87/wip/soul hiphoppy guitar Project/soul hiphoppy guitar trackk 2.als	11.0_436	0.17	2024-11-02 23:57:53	2022-03-27 17:32:43	5	11	2024	2022	AudioTrack, MidiTrack, MasterTrack	PluginDevice, Compressor2, Eq8	Guitar Rig 5, Maschine 2, Dirt, Solid Bus Comp	
sakey chillzz	./____guitarbeet/80/shakey chillzz Project/sakey chillzz.als	11.0_436	0.19	2024-11-02 23:56:53	2022-03-27 16:52:54	9	11	2024	2022	AudioTrack, GroupTrack, MidiTrack, MasterTrack	GlueCompressor, PluginDevice, Eq8, AudioEffectGroupDevice, Echo, InstrumentGroupDevice	iZotope Ozone 5, TAL-Chorus-LX	
Untitled w bas	./____guitarbeet/80/groobin w bas Project/Untitled w bas.als	11.0_436	0.14	2024-11-02 23:56:33	2022-11-12 18:02:27	7	11	2024	2022	AudioTrack, MidiTrack, MasterTrack	Tuner, PluginDevice, Overdrive, AutoFilter	Guitar Rig 5, Maschine 2	
funky jam abstxt	./____guitarbeet/80/funky jam abstxt Project/funky jam abstxt.als	11.0_436	0.14	2024-11-02 23:56:30	2022-08-01 13:39:36	7	11	2024	2022	AudioTrack, MidiTrack, MasterTrack	Eq8, PluginDevice	Guitar Rig 5, Maschine 2	
